resultId,raceId,driverId,constructorId,number,grid,position,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
25714,1089,856,3,45,8,9,9,2,53,+7.122,4834633,41,13,1:26.624,240.750,1
25715,1089,855,51,24,9,10,10,1,53,+7.910,4835421,41,10,1:26.361,241.484,1
25716,1089,839,214,31,14,11,11,0,53,+8.323,4835834,37,11,1:26.593,240.837,1
25717,1089,854,210,47,17,12,12,0,53,+8.549,4836060,43,8,1:25.298,244.493,1
25718,1089,822,51,77,15,13,13,0,52,\N,\N,45,9,1:25.706,243.329,11
25719,1089,852,213,22,20,14,14,0,52,\N,\N,43,17,1:26.857,240.105,11
25720,1089,849,3,6,10,15,15,0,52,\N,\N,17,15,1:26.798,240.268,11
25721,1089,825,210,20,16,16,16,0,52,\N,\N,37,16,1:26.798,240.268,11
25722,1089,817,1,3,4,\N,17,0,45,\N,\N,39,12,1:26.603,240.809,44
25723,1089,840,117,18,12,\N,18,0,39,\N,\N,34,19,1:27.467,238.430,5
25724,1089,4,214,14,6,\N,19,0,31,\N,\N,7,18,1:27.203,239.152,34
25725,1089,20,117,5,11,\N,20,0,10,\N,\N,4,20,1:27.501,238.337,5
25726,1091,815,9,11,2,1,1,25,59,2:02:20.238,7340238,57,2,1:48.165,168.509,1
25727,1091,844,6,16,1,2,2,18,59,+2.595,7342833,54,4,1:48.753,167.598,1
25728,1091,832,6,55,4,3,3,15,59,+10.305,7350543,59,3,1:48.414,168.122,1
25729,1091,846,1,4,6,4,4,12,59,+21.133,7361371,56,6,1:49.212,166.893,1
25730,1091,817,1,3,16,5,5,10,59,+53.282,7393520,57,12,1:51.006,164.196,1
25731,1091,840,117,18,11,6,6,8,59,+56.330,7396568,58,7,1:50.283,165.272,1
25732,1091,830,9,1,8,7,7,6,59,+58.825,7399063,52,5,1:49.142,167.000,1
25733,1091,20,117,5,13,8,8,4,59,+1:00.032,7400270,58,11,1:50.669,164.696,1
25734,1091,1,131,44,3,9,9,2,59,+1:01.515,7401753,58,10,1:50.622,164.766,1
25735,1091,842,213,10,7,10,10,1,59,+1:09.576,7409814,56,9,1:50.569,164.845,1
25736,1091,822,51,77,15,11,11,0,59,+1:28.844,7429082,52,13,1:51.864,162.937,1
25737,1091,825,210,20,9,12,12,0,59,+1:32.610,7432848,59,14,1:52.067,162.641,1
25738,1091,854,210,47,12,13,13,0,58,\N,\N,58,8,1:50.290,165.262,11
25739,1091,847,131,63,0,14,14,0,57,\N,\N,54,1,1:46.458,171.211,12
25740,1091,852,213,22,10,\N,15,0,34,\N,\N,32,15,1:58.716,153.532,3
25741,1091,839,214,31,17,\N,16,0,26,\N,\N,24,17,2:01.105,150.504,5
25742,1091,848,3,23,18,\N,17,0,25,\N,\N,24,18,2:02.121,149.251,130
25743,1091,4,214,14,5,\N,18,0,20,\N,\N,19,16,2:00.463,151.306,5
25744,1091,849,3,6,19,\N,19,0,7,\N,\N,5,20,2:05.585,145.135,130
25745,1091,855,51,24,14,\N,20,0,6,\N,\N,5,19,2:05.556,145.168,4
25746,1092,830,9,1,1,1,1,25,28,3:01:44.004,10904004,10,4,1:44.911,199.266,1
25747,1092,815,9,11,4,2,2,18,28,+27.066,10931070,11,9,1:46.120,196.995,1
25748,1092,844,6,16,2,3,3,15,28,+31.763,10935767,10,3,1:44.489,200.070,1
25749,1092,839,214,31,5,4,4,12,28,+39.685,10943689,11,11,1:46.559,196.184,1
25750,1092,1,131,44,6,5,5,10,28,+40.326,10944330,11,7,1:45.530,198.097,1
25751,1092,20,117,5,9,6,6,8,28,+46.358,10950362,13,12,1:46.964,195.441,1
25752,1092,4,214,14,7,7,7,6,28,+46.369,10950373,25,2,1:44.412,200.218,1
25753,1092,847,131,63,8,8,8,4,28,+47.661,10951665,21,13,1:47.004,195.368,1
25754,1092,849,3,6,20,9,9,2,28,+1:10.143,10974147,12,18,1:48.371,192.904,1
25755,1092,846,1,4,10,10,10,1,28,+1:10.782,10974786,8,17,1:48.175,193.253,1
25756,1092,817,1,3,11,11,11,0,28,+1:12.877,10976881,11,15,1:47.843,193.848,1
25757,1092,840,117,18,19,12,12,0,28,+1:13.904,10977908,21,5,1:45.205,198.709,1
25758,1092,852,213,22,13,13,13,0,28,+1:15.599,10979603,22,8,1:45.893,197.418,1
25759,1092,825,210,20,18,14,14,0,28,+1:26.016,10990020,10,16,1:48.072,193.437,1
25760,1092,822,51,77,12,15,15,0,28,+1:26.496,10990500,11,14,1:47.820,193.889,1
25761,1092,855,51,24,14,16,16,0,28,+1:27.043,10991047,20,1,1:44.411,200.220,1
25762,1092,854,210,47,15,17,17,0,28,+1:32.523,10996527,22,6,1:45.387,198.366,1
25763,1092,842,213,10,17,18,18,0,28,+1:48.091,11012095,13,10,1:46.545,196.210,1
25764,1092,832,6,55,3,\N,19,0,0,\N,\N,\N,0,\N,\N,3
25765,1092,848,3,23,16,\N,20,0,0,\N,\N,\N,0,\N,\N,9
25766,1093,830,9,1,2,1,1,25,56,1:42:11.687,6131687,37,2,1:39.541,199.383,1
25767,1093,1,131,44,3,2,2,18,56,+5.023,6136710,45,5,1:39.830,198.805,1
25768,1093,844,6,16,12,3,3,15,56,+7.501,6139188,37,4,1:39.731,199.003,1
25769,1093,815,9,11,9,4,4,12,56,+8.293,6139980,44,3,1:39.563,199.339,1
25770,1093,847,131,63,4,5,5,11,56,+44.815,6176502,56,1,1:38.788,200.902,1
25771,1093,846,1,4,6,6,6,8,56,+53.785,6185472,49,7,1:41.322,195.878,1
25772,1093,4,214,14,14,7,7,6,56,+55.078,6186765,39,8,1:41.538,195.461,1
25773,1093,20,117,5,10,8,8,4,56,+1:05.354,6197041,35,16,1:42.546,193.540,1
25774,1093,825,210,20,13,9,9,2,56,+1:05.834,6197521,36,11,1:42.206,194.184,1
25775,1093,852,213,22,19,10,10,1,56,+1:10.919,6202606,49,6,1:41.243,196.031,1
25776,1093,839,214,31,0,11,11,0,56,+1:12.875,6204562,39,13,1:42.394,193.827,1
25777,1093,855,51,24,18,12,12,0,56,+1:16.164,6207851,46,15,1:42.471,193.682,1
25778,1093,848,3,23,8,13,13,0,56,+1:20.057,6211744,55,9,1:41.674,195.200,1
25779,1093,842,213,10,11,14,14,0,56,+1:21.763,6213450,55,12,1:42.320,193.967,1
25780,1093,854,210,47,16,15,15,0,56,+1:24.490,6216177,51,10,1:41.804,194.951,1
25781,1093,817,1,3,15,16,16,0,56,+1:30.487,6222174,55,14,1:42.420,193.778,1
25782,1093,849,3,6,17,17,17,0,56,+1:43.588,6235275,54,19,1:43.485,191.784,1
25783,1093,840,117,18,5,\N,18,0,21,\N,\N,3,17,1:43.080,192.537,4
25784,1093,822,51,77,7,\N,19,0,16,\N,\N,4,18,1:43.391,191.958,20
25785,1093,832,6,55,1,\N,20,0,1,\N,\N,\N,0,\N,\N,130
25786,1094,830,9,1,1,1,1,25,71,1:38:36.729,5916729,36,4,1:22.046,188.850,1
25787,1094,1,131,44,3,2,2,18,71,+15.186,5931915,32,5,1:22.062,188.813,1
25788,1094,815,9,11,4,3,3,15,71,+18.097,5934826,30,2,1:21.775,189.476,1
25789,1094,847,131,63,2,4,4,13,71,+49.431,5966160,71,1,1:20.153,193.310,1
25790,1094,832,6,55,5,5,5,10,71,+58.123,5974852,32,6,1:22.199,188.498,1
25791,1094,844,6,16,7,6,6,8,71,+1:08.774,5985503,48,10,1:22.603,187.576,1
25792,1094,817,1,3,11,7,7,6,70,\N,\N,48,3,1:22.022,188.905,11
25793,1094,839,214,31,10,8,8,4,70,\N,\N,48,14,1:23.279,186.054,11
25794,1094,846,1,4,8,9,9,2,70,\N,\N,48,17,1:23.402,185.779,11
25795,1094,822,51,77,6,10,10,1,70,\N,\N,43,16,1:23.363,185.866,11
25796,1094,842,213,10,14,11,11,0,70,\N,\N,42,8,1:22.277,188.319,11
25797,1094,848,3,23,17,12,12,0,70,\N,\N,48,12,1:22.914,186.873,11
25798,1094,855,51,24,12,13,13,0,70,\N,\N,47,7,1:22.260,188.358,11
25799,1094,20,117,5,16,14,14,0,70,\N,\N,45,13,1:23.086,186.486,11
25800,1094,840,117,18,20,15,15,0,70,\N,\N,42,9,1:22.463,187.895,11
25801,1094,854,210,47,15,16,16,0,70,\N,\N,30,19,1:23.641,185.248,11
25802,1094,825,210,20,19,17,17,0,70,\N,\N,49,15,1:23.300,186.007,11
25803,1094,849,3,6,18,18,18,0,69,\N,\N,56,20,1:23.709,185.098,12
25804,1094,4,214,14,9,19,19,0,63,\N,\N,48,11,1:22.866,186.981,5
25805,1094,852,213,22,13,\N,20,0,50,\N,\N,48,18,1:23.403,185.777,130
25806,1095,847,131,63,1,1,1,26,71,1:38:34.044,5914044,61,1,1:13.785,210.237,1
25807,1095,1,131,44,2,2,2,18,71,+1.529,5915573,63,2,1:13.942,209.791,1
25808,1095,832,6,55,7,3,3,15,71,+4.051,5918095,65,3,1:13.953,209.760,1
25809,1095,844,6,16,5,4,4,12,71,+8.441,5922485,63,6,1:14.253,208.912,1
25810,1095,4,214,14,17,5,5,10,71,+9.561,5923605,62,4,1:14.164,209.163,1
25811,1095,830,9,1,3,6,6,8,71,+10.056,5924100,64,5,1:14.195,209.076,1
25812,1095,815,9,11,4,7,7,6,71,+14.080,5928124,62,7,1:14.283,208.828,1
25813,1095,839,214,31,16,8,8,4,71,+18.690,5932734,65,9,1:15.093,206.575,1
25814,1095,822,51,77,14,9,9,2,71,+22.552,5936596,62,14,1:15.511,205.432,1
25815,1095,840,117,18,15,10,10,1,71,+23.552,5937596,50,8,1:14.831,207.299,1
25816,1095,20,117,5,9,11,11,0,71,+26.183,5940227,64,15,1:15.549,205.328,1
25817,1095,855,51,24,13,12,12,0,71,+29.325,5943369,64,17,1:15.802,204.643,1
25818,1095,854,210,47,12,13,13,0,71,+29.899,5943943,63,10,1:15.251,206.142,1
25819,1095,842,213,10,10,14,14,0,71,+31.867,5945911,64,12,1:15.327,205.934,1
25820,1095,848,3,23,19,15,15,0,71,+36.016,5950060,49,16,1:15.613,205.155,1
25821,1095,849,3,6,18,16,16,0,71,+37.038,5951082,59,11,1:15.327,205.934,1
25822,1095,852,213,22,0,17,17,0,70,\N,\N,63,13,1:15.508,205.440,11
25823,1095,846,1,4,6,\N,18,0,50,\N,\N,48,18,1:15.855,204.500,6
25824,1095,825,210,20,8,\N,19,0,0,\N,\N,\N,0,\N,\N,4
25825,1095,817,1,3,11,\N,20,0,0,\N,\N,\N,0,\N,\N,4
25826,1096,830,9,1,1,1,1,25,58,1:27:45.914,5265914,54,6,1:29.392,212.676,1
25827,1096,844,6,16,3,2,2,18,58,+8.771,5274685,48,10,1:29.719,211.901,1
25828,1096,815,9,11,2,3,3,15,58,+10.093,5276007,52,4,1:28.972,213.680,1
25829,1096,832,6,55,4,4,4,12,58,+24.892,5290806,50,3,1:28.879,213.904,1
25830,1096,847,131,63,6,5,5,10,58,+35.888,5301802,48,2,1:28.836,214.007,1
25831,1096,846,1,4,7,6,6,9,58,+56.234,5322148,44,1,1:28.391,215.085,1
25832,1096,839,214,31,8,7,7,6,58,+57.240,5323154,45,5,1:29.333,212.817,1
25833,1096,840,117,18,14,8,8,4,58,+1:16.931,5342845,42,9,1:29.620,212.135,1
25834,1096,817,1,3,13,9,9,2,58,+1:23.268,5349182,45,18,1:30.785,209.413,1
25835,1096,20,117,5,9,10,10,1,58,+1:23.898,5349812,35,15,1:30.312,210.510,1
25836,1096,852,213,22,11,11,11,0,58,+1:29.371,5355285,40,7,1:29.489,212.446,1
25837,1096,855,51,24,15,12,12,0,57,\N,\N,53,8,1:29.600,212.183,11
25838,1096,848,3,23,19,13,13,0,57,\N,\N,40,13,1:29.939,211.383,11
25839,1096,842,213,10,17,14,14,0,57,\N,\N,16,19,1:31.081,208.732,11
25840,1096,822,51,77,18,15,15,0,57,\N,\N,47,16,1:30.352,210.417,11
25841,1096,854,210,47,12,16,16,0,57,\N,\N,39,12,1:29.833,211.632,11
25842,1096,825,210,20,16,17,17,0,57,\N,\N,40,20,1:31.158,208.556,11
25843,1096,1,131,44,5,18,18,0,55,\N,\N,42,11,1:29.788,211.738,9
25844,1096,849,3,6,20,19,19,0,55,\N,\N,45,14,1:30.309,210.517,130
25845,1096,4,214,14,10,\N,20,0,27,\N,\N,24,17,1:30.579,209.889,47
